timestamp,oil_temp_c
2026-06-27 07:40:00,87.6625
2026-06-27 08:00:00,90.6575
2026-06-27 08:20:00,91.2227
,
2026-06-27 09:40:00,66.8074
2026-06-27 10:00:00,82.3642
2026-06-27 10:20:00,88.9085
,
2026-06-27 11:00:00,92.392
2026-06-27 11:20:00,92.0958
2026-06-27 11:40:00,91.9012
,
2026-06-28 06:20:00,34.2833
2026-06-28 06:40:00,58.745
2026-06-28 07:00:00,80.7433
2026-06-28 07:20:00,88.2625
2026-06-28 07:40:00,90.9642
2026-06-28 08:00:00,91.5077
,
2026-06-28 10:00:00,46.9103
2026-06-28 10:20:00,67.9133
2026-06-28 10:40:00,81.4213
,
2026-06-28 11:40:00,91.3639
2026-06-28 12:00:00,91.3433
2026-06-28 12:20:00,91.4435
,
2026-06-29 06:00:00,50.6714
2026-06-29 06:20:00,74.8858
2026-06-29 06:40:00,86.5308
2026-06-29 07:00:00,89.855
2026-06-29 07:20:00,91.0925
2026-06-29 07:40:00,91.5
,
2026-06-29 08:40:00,68.8263
2026-06-29 09:00:00,83.1617
2026-06-29 09:20:00,88.2708
,
2026-06-29 10:20:00,91.5981
2026-06-29 10:40:00,91.6043
,
2026-06-30 07:20:00,53.2696
2026-06-30 07:40:00,77.6425
2026-06-30 08:00:00,87.3417
2026-06-30 08:20:00,89.8808
2026-06-30 08:40:00,90.8108
2026-06-30 09:00:00,91.2891
,
2026-06-30 10:00:00,73.0044
2026-06-30 10:20:00,84.17
2026-06-30 10:40:00,89.0865
,
2026-06-30 12:20:00,92.0349
2026-06-30 12:40:00,92.2737
,
2026-07-01 06:20:00,40.2024
2026-07-01 06:40:00,66.1133
2026-07-01 07:00:00,83.1975
2026-07-01 07:20:00,88.9042
2026-07-01 07:40:00,90.3671
,
2026-07-01 08:20:00,66.0588
2026-07-01 08:40:00,77.1475
2026-07-01 09:00:00,85.4295
,
2026-07-01 10:00:00,91.4427
2026-07-01 10:20:00,91.737
,
2026-07-02 06:00:00,52.2875
2026-07-02 06:20:00,76.92
