timestamp,fuel_rate_lph
2026-07-01 10:00:00,3.9
2026-07-01 10:20:00,3.7878
,
2026-07-02 06:00:00,3.6959
2026-07-02 06:20:00,2.7148
2026-07-02 06:40:00,5.4155
2026-07-02 07:00:00,4.0297
2026-07-02 07:20:00,4.1633
,
2026-07-02 08:20:00,5.5173
2026-07-02 08:40:00,4.2525
2026-07-02 09:00:00,4.2697
,
2026-07-02 09:20:00,2.9661
2026-07-02 09:40:00,4.302
2026-07-02 10:00:00,4.5688
,
2026-07-03 06:20:00,4.716
2026-07-03 06:40:00,2.5175
2026-07-03 07:00:00,3.9512
,
2026-07-03 07:40:00,2.064
2026-07-03 08:00:00,5.481
2026-07-03 08:20:00,3.1333
2026-07-03 08:40:00,4.5186
2026-07-03 09:00:00,5.5971
2026-07-03 09:20:00,3.12
2026-07-03 09:40:00,3.8324
