timestamp,runtime_min
2026-06-28 06:40:00,21.8333
2026-06-28 07:00:00,41.8333
2026-06-28 07:20:00,61.8333
2026-06-28 07:40:00,81.8333
2026-06-28 08:00:00,84.0
,
2026-06-28 10:00:00,4.6667
2026-06-28 10:20:00,24.6667
2026-06-28 10:40:00,34.8333
,
2026-06-28 11:40:00,104.6667
2026-06-28 12:00:00,124.6667
2026-06-28 12:20:00,132.3333
,
2026-06-29 06:00:00,13.8333
2026-06-29 06:20:00,33.8333
2026-06-29 06:40:00,53.8333
2026-06-29 07:00:00,73.8333
2026-06-29 07:20:00,93.8333
2026-06-29 07:40:00,95.0
,
2026-06-29 08:40:00,15.6667
2026-06-29 09:00:00,35.6667
2026-06-29 09:20:00,43.6667
,
2026-06-29 10:20:00,115.6667
2026-06-29 10:40:00,127.3333
,
2026-06-30 07:20:00,16.8333
2026-06-30 07:40:00,36.8333
2026-06-30 08:00:00,56.8333
2026-06-30 08:20:00,76.8333
2026-06-30 08:40:00,96.8333
2026-06-30 09:00:00,116.6667
,
2026-06-30 10:00:00,15.0
2026-06-30 10:20:00,35.0
2026-06-30 10:40:00,51.0
,
2026-06-30 12:20:00,155.0
2026-06-30 12:40:00,158.1667
,
2026-07-01 06:20:00,6.8333
2026-07-01 06:40:00,26.8333
2026-07-01 07:00:00,46.8333
2026-07-01 07:20:00,66.8333
2026-07-01 07:40:00,81.0
,
2026-07-01 08:20:00,2.6667
2026-07-01 08:40:00,22.6667
2026-07-01 09:00:00,30.0
,
2026-07-01 10:00:00,102.6667
2026-07-01 10:20:00,110.3333
,
2026-07-02 06:00:00,15.8333
2026-07-02 06:20:00,35.8333
2026-07-02 06:40:00,55.8333
